 NODE           X-DISPLACEMENT    Y-DISPLACEMENT    Z-DISPLACEMENT
  961              -5.53355e-06       1.27725e-05       1.27725e-05
  962              -8.96362e-06       2.04673e-05       1.44879e-05
  963              -1.26965e-05       2.88681e-05       1.52352e-05
  964              -1.65189e-05       3.75253e-05       1.52380e-05
  965              -2.02687e-05       4.60781e-05       1.46818e-05
  966              -2.38251e-05       5.42442e-05       1.37119e-05
  967              -2.70992e-05       6.18070e-05       1.24396e-05
  968              -3.00265e-05       6.86031e-05       1.09485e-05
  969              -3.25603e-05       7.45112e-05       9.30147e-06
  970              -3.46680e-05       7.94425e-05       7.54502e-06
  971              -3.63265e-05       8.33336e-05       5.71375e-06
  972              -3.75207e-05       8.61408e-05       3.83342e-06
  973              -3.82407e-05       8.78358e-05       1.92361e-06
  974              -3.84813e-05       8.84025e-05       4.72238e-18
  975              -3.82407e-05       8.78358e-05      -1.92361e-06
  976              -3.75207e-05       8.61408e-05      -3.83342e-06
  977              -3.63265e-05       8.33336e-05      -5.71375e-06
  978              -3.46680e-05       7.94425e-05      -7.54502e-06
  979              -3.25603e-05       7.45112e-05      -9.30147e-06
  980              -3.00265e-05       6.86031e-05      -1.09485e-05
  981              -2.70992e-05       6.18070e-05      -1.24396e-05
  982              -2.38251e-05       5.42442e-05      -1.37119e-05
  983              -2.02687e-05       4.60781e-05      -1.46818e-05
  984              -1.65189e-05       3.75253e-05      -1.52380e-05
  985              -1.26965e-05       2.88681e-05      -1.52352e-05
  986              -8.96362e-06       2.04673e-05      -1.44879e-05
  987              -5.53355e-06       1.27725e-05      -1.27725e-05
  988              -2.67805e-06       6.32583e-06      -9.85427e-06
  989              -7.20758e-07       1.78352e-06      -5.57363e-06
  990               0.00000e+00       0.00000e+00       0.00000e+00
  991               0.00000e+00       0.00000e+00       0.00000e+00
  992              -3.25519e-07       1.34367e-06       2.60779e-06
  993              -1.26902e-06       4.82647e-06       4.82647e-06
  994              -2.67805e-06       9.85427e-06       6.32583e-06
  995              -4.37723e-06       1.58911e-05       7.17201e-06
  996              -6.22152e-06       2.24725e-05       7.51172e-06
  997              -8.10154e-06       2.92230e-05       7.47741e-06
  998              -9.93723e-06       3.58542e-05       7.17164e-06
  999              -1.16708e-05       4.21500e-05       6.67066e-06
 1000              -1.32607e-05       4.79506e-05       6.03048e-06
 1001              -1.46776e-05       5.31398e-05       5.29201e-06
 1002              -1.59008e-05       5.76337e-05       4.48502e-06
 1003              -1.69161e-05       6.13728e-05       3.63107e-06
 1004              -1.77137e-05       6.43161e-05       2.74573e-06
 1005              -1.82872e-05       6.64356e-05       1.84024e-06
 1006              -1.86327e-05       6.77138e-05       9.22867e-07
 1007              -1.87482e-05       6.81408e-05       2.14823e-18
 1008              -1.86327e-05       6.77138e-05      -9.22867e-07
 1009              -1.82872e-05       6.64356e-05      -1.84024e-06
 1010              -1.77137e-05       6.43161e-05      -2.74573e-06
 1011              -1.69161e-05       6.13728e-05      -3.63107e-06
 1012              -1.59008e-05       5.76337e-05      -4.48502e-06
 1013              -1.46776e-05       5.31398e-05      -5.29201e-06
 1014              -1.32607e-05       4.79506e-05      -6.03048e-06
 1015              -1.16708e-05       4.21500e-05      -6.67066e-06
 1016              -9.93723e-06       3.58542e-05      -7.17164e-06
 1017              -8.10154e-06       2.92230e-05      -7.47741e-06
 1018              -6.22152e-06       2.24725e-05      -7.51172e-06
 1019              -4.37723e-06       1.58911e-05      -7.17201e-06
 1020              -2.67805e-06       9.85427e-06      -6.32583e-06
 1021              -1.26902e-06       4.82647e-06      -4.82647e-06
 1022              -3.25519e-07       1.34367e-06      -2.60779e-06
 1023               0.00000e+00       0.00000e+00       0.00000e+00
 1024               0.00000e+00       0.00000e+00       0.00000e+00
 1025              -7.14761e-08       6.49286e-07       6.49286e-07
 1026              -3.25519e-07       2.60779e-06       1.34367e-06
 1027              -7.20758e-07       5.57363e-06       1.78352e-06
 1028              -1.19806e-06       9.15953e-06       2.01207e-06
 1029              -1.71295e-06       1.30458e-05       2.09177e-06
 1030              -2.23417e-06       1.69975e-05       2.06765e-06
 1031              -2.73990e-06       2.08465e-05       1.97110e-06
 1032              -3.21491e-06       2.44731e-05       1.82407e-06
 1033              -3.64859e-06       2.77927e-05       1.64206e-06
 1034              -4.03362e-06       3.07461e-05       1.43600e-06
 1035              -4.36501e-06       3.32924e-05       1.21363e-06
 1036              -4.63938e-06       3.54034e-05       9.80398e-07
 1037              -4.85452e-06       3.70604e-05       7.40127e-07
 1038              -5.00901e-06       3.82512e-05       4.95474e-07
 1039              -5.10200e-06       3.89683e-05       2.48307e-07
 1040              -5.13305e-06       3.92078e-05       5.40874e-19
 1041              -5.10200e-06       3.89683e-05      -2.48307e-07
 1042              -5.00901e-06       3.82512e-05      -4.95474e-07
 1043              -4.85452e-06       3.70604e-05      -7.40127e-07
 1044              -4.63938e-06       3.54034e-05      -9.80398e-07
 1045              -4.36501e-06       3.32924e-05      -1.21363e-06
 1046              -4.03362e-06       3.07461e-05      -1.43600e-06
 1047              -3.64859e-06       2.77927e-05      -1.64206e-06
 1048              -3.21491e-06       2.44731e-05      -1.82407e-06
 1049              -2.73990e-06       2.08465e-05      -1.97110e-06
 1050              -2.23417e-06       1.69975e-05      -2.06765e-06
 1051              -1.71295e-06       1.30458e-05      -2.09177e-06
 1052              -1.19806e-06       9.15953e-06      -2.01207e-06
 1053              -7.20758e-07       5.57363e-06      -1.78352e-06
 1054              -3.25519e-07       2.60779e-06      -1.34367e-06
 1055              -7.14761e-08       6.49286e-07      -6.49286e-07
 1056               0.00000e+00       0.00000e+00       0.00000e+00
 1057               0.00000e+00       0.00000e+00       0.00000e+00
 1058               0.00000e+00       0.00000e+00       0.00000e+00
 1059               0.00000e+00       0.00000e+00       0.00000e+00
 1060               0.00000e+00       0.00000e+00       0.00000e+00
 1061               0.00000e+00       0.00000e+00       0.00000e+00
 1062               0.00000e+00       0.00000e+00       0.00000e+00
 1063               0.00000e+00       0.00000e+00       0.00000e+00
 1064               0.00000e+00       0.00000e+00       0.00000e+00
 1065               0.00000e+00       0.00000e+00       0.00000e+00
 1066               0.00000e+00       0.00000e+00       0.00000e+00
 1067               0.00000e+00       0.00000e+00       0.00000e+00
 1068               0.00000e+00       0.00000e+00       0.00000e+00
 1069               0.00000e+00       0.00000e+00       0.00000e+00
 1070               0.00000e+00       0.00000e+00       0.00000e+00
 1071               0.00000e+00       0.00000e+00       0.00000e+00
 1072               0.00000e+00       0.00000e+00       0.00000e+00
 1073               0.00000e+00       0.00000e+00       0.00000e+00
 1074               0.00000e+00       0.00000e+00       0.00000e+00
 1075               0.00000e+00       0.00000e+00       0.00000e+00
 1076               0.00000e+00       0.00000e+00       0.00000e+00
 1077               0.00000e+00       0.00000e+00       0.00000e+00
 1078               0.00000e+00       0.00000e+00       0.00000e+00
 1079               0.00000e+00       0.00000e+00       0.00000e+00
 1080               0.00000e+00       0.00000e+00       0.00000e+00
 1081               0.00000e+00       0.00000e+00       0.00000e+00
 1082               0.00000e+00       0.00000e+00       0.00000e+00
 1083               0.00000e+00       0.00000e+00       0.00000e+00
 1084               0.00000e+00       0.00000e+00       0.00000e+00
 1085               0.00000e+00       0.00000e+00       0.00000e+00
 1086               0.00000e+00       0.00000e+00       0.00000e+00
 1087               0.00000e+00       0.00000e+00       0.00000e+00
 1088               0.00000e+00       0.00000e+00       0.00000e+00
 1089               0.00000e+00       0.00000e+00       0.00000e+00

